1;1901;10000901;3;100009013;190000;12.10.2018;210;390
1;1902;10000902;1;100009021;190100;12.10.2018;210;270
1;1903;10000903;K;10000903K;190200;12.10.2018;210;160
1;1904;10000904;8;100009048;190300;12.10.2018;210;270
1;1905;10000905;6;100009056;190400;12.10.2018;210;270
1;1906;10000906;4;100009064;190500;12.10.2018;210;120
1;1907;10000907;2;100009072;190600;12.10.2018;210;120
1;1908;10000908;0;100009080;190700;12.10.2018;210;270
1;1909;10000909;9;100009099;190800;12.10.2018;210;120
1;1910;10000910;2;100009102;190900;12.10.2018;210;504
1;1911;10000911;0;100009110;191000;12.10.2018;210;120
1;1912;10000912;9;100009129;191100;12.10.2018;210;140
1;1913;10000913;7;100009137;191200;12.10.2018;210;160
1;1914;10000914;5;100009145;191300;12.10.2018;210;160
1;1915;10000915;3;100009153;191400;12.10.2018;210;270
1;1916;10000916;1;100009161;191500;12.10.2018;210;160
1;1917;10000917;K;10000917K;191600;12.10.2018;210;390
1;1918;10000918;8;100009188;191700;12.10.2018;210;160
1;1919;10000919;6;100009196;191800;12.10.2018;210;160
1;1920;10000920;K;10000920K;191900;12.10.2018;210;120
1;1921;10000921;8;100009218;192000;12.10.2018;210;270
1;1922;10000922;6;100009226;192100;12.10.2018;210;140
1;1923;10000923;4;100009234;192200;12.10.2018;210;120
1;1924;10000924;2;100009242;192300;12.10.2018;210;140
1;1925;10000925;0;100009250;192400;12.10.2018;210;160
1;1926;10000926;9;100009269;192500;12.10.2018;210;140
1;1927;10000927;7;100009277;192600;12.10.2018;210;160
1;1928;10000928;5;100009285;192700;12.10.2018;210;270
1;1929;10000929;3;100009293;192800;12.10.2018;210;160
1;1930;10000930;7;100009307;192900;12.10.2018;210;504
1;1931;10000931;5;100009315;193000;12.10.2018;210;160
1;1932;10000932;3;100009323;193100;12.10.2018;210;160
1;1933;10000933;1;100009331;193200;12.10.2018;210;160
1;1934;10000934;K;10000934K;193300;12.10.2018;210;140
1;1935;10000935;8;100009358;193400;12.10.2018;210;120
1;1936;10000936;6;100009366;193500;12.10.2018;210;160
1;1937;10000937;4;100009374;193600;12.10.2018;210;390
1;1938;10000938;2;100009382;193700;12.10.2018;210;160
1;1939;10000939;0;100009390;193800;12.10.2018;210;120
1;1940;10000940;4;100009404;193900;12.10.2018;210;120
1;1941;10000941;2;100009412;194000;12.10.2018;210;120
1;1942;10000942;0;100009420;194100;12.10.2018;210;507
1;1943;10000943;9;100009439;194200;12.10.2018;210;160
1;1944;10000944;7;100009447;194300;12.10.2018;210;160
1;1945;10000945;5;100009455;194400;12.10.2018;210;504
1;1946;10000946;3;100009463;194500;12.10.2018;210;120
1;1947;10000947;1;100009471;194600;12.10.2018;210;160
1;1948;10000948;K;10000948K;194700;12.10.2018;210;120
1;1949;10000949;8;100009498;194800;12.10.2018;210;140
1;1950;10000950;1;100009501;194900;12.10.2018;210;120
1;1951;10000951;K;10000951K;195000;12.10.2018;210;120
1;1952;10000952;8;100009528;195100;12.10.2018;210;160
1;1953;10000953;6;100009536;195200;12.10.2018;210;120
1;1954;10000954;4;100009544;195300;12.10.2018;210;160
1;1955;10000955;2;100009552;195400;12.10.2018;210;140
1;1956;10000956;0;100009560;195500;12.10.2018;210;120
1;1957;10000957;9;100009579;195600;12.10.2018;210;504
1;1958;10000958;7;100009587;195700;12.10.2018;210;160
1;1959;10000959;5;100009595;195800;12.10.2018;210;160
1;1960;10000960;9;100009609;195900;12.10.2018;210;160
1;1961;10000961;7;100009617;196000;12.10.2018;210;120
1;1962;10000962;5;100009625;196100;12.10.2018;210;270
1;1963;10000963;3;100009633;196200;12.10.2018;210;510
1;1964;10000964;1;100009641;196300;12.10.2018;210;160
1;1965;10000965;K;10000965K;196400;12.10.2018;210;120
1;1966;10000966;8;100009668;196500;12.10.2018;210;120
1;1967;10000967;6;100009676;196600;12.10.2018;210;160
1;1968;10000968;4;100009684;196700;12.10.2018;210;510
1;1969;10000969;2;100009692;196800;12.10.2018;210;140
1;1970;10000970;6;100009706;196900;12.10.2018;210;160
1;1971;10000971;4;100009714;197000;12.10.2018;210;160
1;1972;10000972;2;100009722;197100;12.10.2018;210;160
1;1973;10000973;0;100009730;197200;12.10.2018;210;120
1;1974;10000974;9;100009749;197300;12.10.2018;210;510
1;1975;10000975;7;100009757;197400;12.10.2018;210;140
1;1976;10000976;5;100009765;197500;12.10.2018;210;504
1;1977;10000977;3;100009773;197600;12.10.2018;210;390
1;1978;10000978;1;100009781;197700;12.10.2018;210;270
1;1979;10000979;K;10000979K;197800;12.10.2018;210;160
1;1980;10000980;3;100009803;197900;12.10.2018;210;160
1;1981;10000981;1;100009811;198000;12.10.2018;210;160
1;1982;10000982;K;10000982K;198100;12.10.2018;210;160
1;1983;10000983;8;100009838;198200;12.10.2018;210;504
1;1984;10000984;6;100009846;198300;12.10.2018;210;504
1;1985;10000985;4;100009854;198400;12.10.2018;210;160
1;1986;10000986;2;100009862;198500;12.10.2018;210;120
1;1987;10000987;0;100009870;198600;12.10.2018;210;270
1;1988;10000988;9;100009889;198700;12.10.2018;210;160
1;1989;10000989;7;100009897;198800;12.10.2018;210;390
1;1990;10000990;0;100009900;198900;12.10.2018;210;270
1;1991;10000991;9;100009919;199000;12.10.2018;210;160
1;1992;10000992;7;100009927;199100;12.10.2018;210;270
1;1993;10000993;5;100009935;199200;12.10.2018;210;270
1;1994;10000994;3;100009943;199300;12.10.2018;210;120
1;1995;10000995;1;100009951;199400;12.10.2018;210;120
1;1996;10000996;K;10000996K;199500;12.10.2018;210;270
1;1997;10000997;8;100009978;199600;12.10.2018;210;120
1;1998;10000998;6;100009986;199700;12.10.2018;210;504
1;1999;10000999;4;100009994;199800;12.10.2018;210;120
1;2000;10001000;3;100010003;199900;12.10.2018;210;140
